timeframe,adx_min,regime_mode,z_atr,rsi_edge,distance_mode,sl_value,tp_value,score,dev_start_utc,dev_end_utc,dev_span_days,dev_trades,dev_trades_per_day,dev_win_rate,dev_win_ci_low,dev_win_ci_high,dev_expectancy_r,dev_profit_factor,dev_max_drawdown_pct,dev_start_equity,dev_end_equity,dev_net_pnl,dev_profit_per_day,dev_halt_reason,dev_ambiguous_exits,dev_skipped_entries,dev_per_symbol_pnl,val_start_utc,val_end_utc,val_span_days,val_trades,val_trades_per_day,val_win_rate,val_win_ci_low,val_win_ci_high,val_expectancy_r,val_profit_factor,val_max_drawdown_pct,val_start_equity,val_end_equity,val_net_pnl,val_profit_per_day,val_halt_reason,val_ambiguous_exits,val_skipped_entries,val_per_symbol_pnl
5m,12,both,0.75,45,atr,2.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,108,2.186880404977853,61.111111111111114,51.686422092373796,69.77249838086695,-0.24008382064820907,0.3149986088566663,30.22872065322602,100.0,69.77127934677398,-30.228720653226016,-0.6120981191119379,max_drawdown 30.23%,0,"{""daily_loss"": 168, ""gross_leverage"": 11, ""max_drawdown"": 19297, ""max_positions"": 68, ""sized_down"": 27}","{""AUDUSD=X"": -9.424301, ""EURUSD=X"": -4.640621, ""GBPUSD=X"": -4.8918, ""NZDUSD=X"": -11.271998}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,13,0.824125027514858,30.76923076923077,12.680497161618087,57.63111218666236,-0.6442022865633755,0.07174935709723503,12.420113071200788,100.0,88.21018316694693,-11.789816833053063,-0.7474063939949994,daily_loss 9.34%,0,"{""daily_loss"": 568, ""max_positions"": 3, ""min_units"": 1, ""sized_down"": 1}","{""AUDUSD=X"": -2.158853, ""EURUSD=X"": -1.081647, ""GBPUSD=X"": -2.395797, ""NZDUSD=X"": -6.153521}"
5m,12,both,0.75,45,atr,2.0,1.0,-126.78435527984583,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,100,2.024889263868382,55.00000000000001,45.24442703164345,64.38562489359654,-0.23635272108747976,0.3221821135399292,31.25490851351101,100.0,68.74509148648899,-31.254908513510962,-0.6328772869219684,max_drawdown 30.49%,0,"{""daily_loss"": 580, ""gross_leverage"": 39, ""max_drawdown"": 32652, ""max_positions"": 62, ""sized_down"": 65}","{""AUDUSD=X"": -17.824499, ""EURUSD=X"": -6.299701, ""GBPUSD=X"": -4.408794, ""NZDUSD=X"": -2.721914}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,101,6.402817521461589,66.33663366336634,56.67248954458904,74.80356576170159,-0.22483650263920296,0.37126251552332445,27.87398464373185,100.0,72.91921473213611,-27.080785267863924,-1.7167656080001783,max_positions,0,"{""daily_loss"": 568, ""gross_leverage"": 31, ""max_positions"": 18, ""min_units"": 1, ""sized_down"": 68}","{""AUDUSD=X"": -1.91114, ""EURUSD=X"": -2.377253, ""GBPUSD=X"": -11.624593, ""NZDUSD=X"": -11.167799}"
5m,12,both,0.75,45,atr,2.0,1.5,-133.33387640099858,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,108,2.186880404977853,52.77777777777778,43.42949982627799,61.93523029203219,-0.24140303070011232,0.45784565073037287,30.598750700508536,100.0,70.09621071900565,-29.90378928099428,-0.6055186186406772,max_drawdown 30.60%,0,"{""daily_loss"": 848, ""gross_leverage"": 57, ""max_drawdown"": 34909, ""max_positions"": 74, ""sized_down"": 113}","{""AUDUSD=X"": -16.753247, ""EURUSD=X"": -0.726305, ""GBPUSD=X"": -5.870964, ""NZDUSD=X"": -6.553272}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,105,6.656394453004623,52.38095238095239,42.91367039754026,61.68016137266525,-0.30537811749785365,0.41052414651050867,31.183060254240285,100.0,69.3390817242026,-30.660918275797435,-1.9437253936671057,max_drawdown 31.18%,0,"{""daily_loss"": 712, ""gross_leverage"": 80, ""max_drawdown"": 6365, ""max_positions"": 39, ""min_units"": 1, ""sized_down"": 157}","{""AUDUSD=X"": -10.938768, ""EURUSD=X"": -2.393517, ""GBPUSD=X"": -14.114264, ""NZDUSD=X"": -3.214369}"
5m,12,both,0.75,45,atr,5.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,118,2.389369331364691,66.10169491525424,57.17339263474423,74.0146416655276,-0.10078863866622048,0.30871471607294343,15.734823315946578,100.0,84.61303676588167,-15.386963234118337,-0.3115689665630374,max_positions,0,"{""max_positions"": 120, ""min_units"": 124}","{""AUDUSD=X"": -9.24562, ""NZDUSD=X"": -6.141343}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,11,0.6973365617433415,54.54545454545454,28.008775568998818,78.72904245601195,-0.16604334571333113,0.1515922818742147,2.878297210901934,100.0,97.30751454710973,-2.6924854528902853,-0.1706880498420432,max_positions,0,"{""max_positions"": 10, ""min_units"": 5}","{""AUDUSD=X"": -0.959525, ""NZDUSD=X"": -1.732961}"
5m,12,both,0.75,45,atr,5.0,1.0,-117.2781380938497,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,171,3.462560641214934,56.14035087719298,48.64884041835567,63.362031136240034,-0.14372381164948275,0.2657714242254802,30.244062760282812,100.0,69.86348423157456,-30.136515768425344,-0.6102310722988469,max_drawdown 30.24%,0,"{""max_drawdown"": 19149, ""max_positions"": 186, ""min_units"": 142}","{""AUDUSD=X"": -17.350981, ""EURUSD=X"": -3.22473, ""GBPUSD=X"": 0.421836, ""NZDUSD=X"": -9.982641}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,89,5.642086726832489,69.66292134831461,59.46267078910946,78.23594707184944,-0.08721347775612469,0.3312916358445945,13.704927603517561,100.0,86.8315979015824,-13.168402098417614,-0.8348007493603946,max_positions,0,"{""max_positions"": 80, ""min_units"": 39}","{""AUDUSD=X"": -0.629903, ""EURUSD=X"": -0.654811, ""GBPUSD=X"": -1.794334, ""NZDUSD=X"": -10.089353}"
5m,12,both,0.75,45,atr,5.0,1.5,-119.23456619192538,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,178,3.6043028896857203,50.0,42.73259348855628,57.26740651144372,-0.1337795320545325,0.36908595306520353,30.097199179616084,100.0,70.02421388932552,-29.975786110674484,-0.6069764747151973,max_drawdown 30.10%,0,"{""daily_loss"": 324, ""gross_leverage"": 4, ""max_drawdown"": 30546, ""max_positions"": 293, ""min_units"": 82, ""sized_down"": 9}","{""AUDUSD=X"": -9.001293, ""EURUSD=X"": -7.366839, ""GBPUSD=X"": -6.901288, ""NZDUSD=X"": -6.706366}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,148,9.38234646709223,51.35135135135135,43.36699913960948,59.267325050862695,-0.16029754370995813,0.3067246095790457,31.116321209110566,100.0,68.89770500319358,-31.102294996806375,-1.9717061323090987,max_drawdown 30.43%,0,"{""gross_leverage"": 6, ""max_drawdown"": 4254, ""max_positions"": 273, ""min_units"": 50, ""sized_down"": 10}","{""AUDUSD=X"": -10.427932, ""EURUSD=X"": -6.246473, ""GBPUSD=X"": -8.075404, ""NZDUSD=X"": -6.352487}"
5m,12,both,0.75,45,atr,10.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 281}",{},2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 26}",{}
5m,12,both,0.75,45,atr,10.0,1.0,-104.28553645899092,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,86,1.7414047669268087,58.139534883720934,47.58426436472954,67.99871723844758,-0.06334801674146126,0.26181651788748245,9.712019334029138,100.0,90.62922080704169,-9.370779192958304,-0.18974790181902493,max_positions,0,"{""max_positions"": 6, ""min_units"": 624}","{""AUDUSD=X"": -0.929661, ""NZDUSD=X"": -8.441118}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,49,3.106317411402157,73.46938775510205,59.73744384734165,83.78886875485057,-0.03660908033531602,0.454542779180936,3.3983322204862674,100.0,96.8017498038496,-3.1982501961504344,-0.20275061776168282,max_positions,0,"{""max_positions"": 14, ""min_units"": 103}","{""AUDUSD=X"": -0.440075, ""NZDUSD=X"": -2.758175}"
5m,12,both,0.75,45,atr,10.0,1.5,-110.25613982394071,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,257,5.203965408141743,54.474708171206224,48.364905702773,60.45270621189089,-0.08134842471496392,0.32127564005637216,28.92802309003103,100.0,71.19790621348797,-28.802093786512067,-0.5832105048523852,max_positions,0,"{""max_positions"": 178, ""min_units"": 1169}","{""AUDUSD=X"": -11.540069, ""NZDUSD=X"": -17.262025}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,122,7.734096412062514,58.19672131147541,49.325026679079315,66.56796895988268,-0.061757012176828156,0.41307422496938767,11.993831612852,100.0,88.3942992813244,-11.60570071867564,-0.7357344941621361,max_positions,0,"{""max_positions"": 80, ""min_units"": 233}","{""AUDUSD=X"": -8.258126, ""NZDUSD=X"": -3.347574}"
5m,20,range,0.25,40,atr,2.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,80,1.619911411094706,62.5,51.5485228513904,72.30598374199522,-0.24950059949703512,0.2504123923640721,27.749934431313715,100.0,72.25006556868628,-27.74993443131369,-0.5619054430301865,max_positions,0,"{""gross_leverage"": 9, ""max_positions"": 26, ""min_units"": 2, ""sized_down"": 19}","{""AUDUSD=X"": -3.179347, ""EURUSD=X"": -4.648045, ""GBPUSD=X"": -5.56182, ""NZDUSD=X"": -14.360723}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,9,0.5705480959718248,44.44444444444444,18.8775429471914,73.33526542559703,-0.388800004892398,0.1448024953547005,6.494023254769033,100.0,93.7505465447903,-6.249453455209731,-0.39617930774827265,none,0,"{""gross_leverage"": 2, ""sized_down"": 2}","{""GBPUSD=X"": -2.458497, ""NZDUSD=X"": -3.790956}"
5m,20,range,0.25,40,atr,2.0,1.0,-142.0731733339767,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,85,1.721155874288125,56.470588235294116,45.87719281568645,66.50439418859983,-0.31607502710344787,0.2960158104395096,31.020632488046317,100.0,68.97936751195368,-31.020632488046335,-0.6281334568345177,max_drawdown 31.02%,0,"{""gross_leverage"": 12, ""max_drawdown"": 23617, ""max_positions"": 32, ""sized_down"": 49}","{""AUDUSD=X"": -11.569431, ""EURUSD=X"": -2.63527, ""GBPUSD=X"": -5.250033, ""NZDUSD=X"": -11.565899}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,44,2.789346246973366,52.27272727272727,37.9352201361717,66.24524205572824,-0.38368657827474134,0.23576657414587857,24.32861819795696,100.0,76.813901657718,-23.186098342282,-1.46986491802272,max_positions,0,"{""gross_leverage"": 19, ""max_positions"": 4, ""sized_down"": 32}","{""AUDUSD=X"": -2.684464, ""EURUSD=X"": -3.41057, ""GBPUSD=X"": -7.545084, ""NZDUSD=X"": -9.54598}"
5m,20,range,0.25,40,atr,2.0,1.5,-139.78808919952172,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,88,1.7819025522041765,44.31818181818182,34.39329119175508,54.71839675793222,-0.36529554594808233,0.3628962491089373,30.224841295991638,100.0,69.77515870400836,-30.22484129599159,-0.612019566423791,max_drawdown 30.22%,0,"{""gross_leverage"": 20, ""max_drawdown"": 29149, ""max_positions"": 44, ""sized_down"": 76}","{""AUDUSD=X"": -9.783384, ""EURUSD=X"": -2.526031, ""GBPUSD=X"": -9.424049, ""NZDUSD=X"": -8.491377}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,100,6.339423288575831,53.0,43.28868313724773,62.48934801789626,-0.2810447329161638,0.42165475859188534,27.89887023491963,100.0,73.83973091193698,-26.160269088063,-1.65841019092277,max_positions,1,"{""gross_leverage"": 43, ""max_positions"": 27, ""sized_down"": 117}","{""AUDUSD=X"": -3.567864, ""EURUSD=X"": -5.323713, ""GBPUSD=X"": -12.247064, ""NZDUSD=X"": -5.021628}"
5m,20,range,0.25,40,atr,5.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,46,0.9314490613794558,69.56521739130434,55.19408125976183,80.9203291925511,-0.07517352627600621,0.4027212419334835,4.2756129906859,100.0,95.7243870093141,-4.275612990685918,-0.08657642841296101,max_positions,0,"{""max_positions"": 26, ""min_units"": 56}","{""AUDUSD=X"": -0.442236, ""NZDUSD=X"": -3.833377}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,9,0.5705480959718248,55.55555555555556,26.66473457440297,81.1224570528086,-0.08090515469114723,0.28310578499682976,1.0919385144160645,100.0,99.12129495348248,-0.8787050465175241,-0.05570483235682301,max_positions,0,"{""max_positions"": 8, ""min_units"": 1}","{""AUDUSD=X"": 0.080728, ""NZDUSD=X"": -0.959433}"
5m,20,range,0.25,40,atr,5.0,1.0,-112.80333666737143,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,132,2.672853828306265,62.878787878787875,54.38180062250781,70.64735097759112,-0.10173323302471873,0.34560436889936036,18.421186295236637,100.0,81.69791730250655,-18.302082697493482,-0.37059690760585834,max_positions,0,"{""max_positions"": 102, ""min_units"": 114}","{""AUDUSD=X"": -5.39885, ""EURUSD=X"": -2.481996, ""GBPUSD=X"": -1.595621, ""NZDUSD=X"": -8.825616}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,42,2.662557781201849,50.0,35.52574591652803,64.47425408347198,-0.12250045576403222,0.2305243631321359,8.621225983596585,100.0,92.06377156887724,-7.936228431122738,-0.5031111133971712,max_positions,0,"{""max_positions"": 60, ""min_units"": 14}","{""AUDUSD=X"": -0.849599, ""EURUSD=X"": -0.916716, ""GBPUSD=X"": 0.259908, ""NZDUSD=X"": -6.429822}"
5m,20,range,0.25,40,atr,5.0,1.5,-118.6648854827549,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,151,3.057582788441257,47.682119205298015,39.872307704644335,55.60694334933599,-0.1557910971183098,0.33047077162130684,30.323492030246214,100.0,69.67650796975379,-30.323492030246257,-0.614017134550441,max_drawdown 30.32%,0,"{""gross_leverage"": 1, ""max_drawdown"": 16869, ""max_positions"": 126, ""min_units"": 78, ""sized_down"": 2}","{""AUDUSD=X"": -8.111107, ""EURUSD=X"": -3.86506, ""GBPUSD=X"": -9.135131, ""NZDUSD=X"": -9.212195}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,101,6.402817521461589,53.46534653465347,43.78949716628822,62.88724183807648,-0.11649360117104017,0.3711102352514809,18.68333924370789,100.0,82.28647880707527,-17.713521192924745,-1.1229350877310866,max_positions,0,"{""max_positions"": 109, ""min_units"": 18}","{""AUDUSD=X"": -3.89348, ""EURUSD=X"": -2.166362, ""GBPUSD=X"": -6.005659, ""NZDUSD=X"": -5.648019}"
5m,20,range,0.25,40,atr,10.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 114}",{},2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 18}",{}
5m,20,range,0.25,40,atr,10.0,1.0,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,37,0.7492090276313015,59.45945945945946,43.48568313132931,73.65370416005986,-0.05733616012044533,0.29043019003075515,3.8713959445268245,100.0,96.19610807555104,-3.803891924448978,-0.07702459918732375,max_positions,0,"{""max_positions"": 10, ""min_units"": 250}","{""AUDUSD=X"": -0.792234, ""NZDUSD=X"": -3.011658}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,14,0.8875192604006163,35.714285714285715,16.344490737202737,61.23599531785959,-0.13145718612016147,0.10607896588577924,3.3434328321029034,100.0,96.76904633402826,-3.230953665971756,-0.20482382914370806,max_positions,0,"{""max_positions"": 2, ""min_units"": 60}","{""AUDUSD=X"": -0.854874, ""NZDUSD=X"": -2.37608}"
5m,20,range,0.25,40,atr,10.0,1.5,-106.90538832121423,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,96,1.943893693313647,50.0,40.192229167030874,59.80777083296912,-0.08287890283522024,0.3000168854968588,11.636666076694212,100.0,88.36333392330579,-11.636666076694183,-0.23562960205919461,max_positions,0,"{""max_positions"": 34, ""min_units"": 393}","{""AUDUSD=X"": -4.04908, ""NZDUSD=X"": -7.587586}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,45,2.852740479859124,53.333333333333336,39.07720886241046,67.06509605798527,-0.06894185028517215,0.3518411832878899,5.490798112618879,100.0,94.84167940684728,-5.158320593152695,-0.3270077769817249,max_positions,0,"{""max_positions"": 48, ""min_units"": 112}","{""AUDUSD=X"": -3.019906, ""NZDUSD=X"": -2.138415}"
5m,20,range,0.25,45,atr,2.0,0.75,-128.2958783403279,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,95,1.9236448006749631,63.1578947368421,53.12293801072515,72.17005603226887,-0.2521916141456983,0.27420572493648643,31.14525540402816,100.0,68.85474459597184,-31.14525540402821,-0.6306569328805544,max_drawdown 31.15%,0,"{""daily_loss"": 292, ""gross_leverage"": 11, ""max_drawdown"": 14509, ""max_positions"": 65, ""sized_down"": 21}","{""AUDUSD=X"": -4.901991, ""EURUSD=X"": -4.925572, ""GBPUSD=X"": -4.043585, ""NZDUSD=X"": -17.274107}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,19,1.204490424829408,63.1578947368421,41.03915749815672,80.85072762372616,-0.18498491629113123,0.3191737622636055,6.595602805289413,100.0,94.12271684714732,-5.877283152852707,-0.37258585692748836,max_positions,0,"{""gross_leverage"": 3, ""max_positions"": 26, ""sized_down"": 6}","{""AUDUSD=X"": 0.452223, ""GBPUSD=X"": -2.842493, ""NZDUSD=X"": -3.487013}"
5m,20,range,0.25,45,atr,2.0,1.0,-134.01219921292906,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,92,1.8628981227589116,55.434782608695656,45.263522635441745,65.17035993747024,-0.2629888995330391,0.3334334469322703,30.15268900292294,100.0,69.84731099707706,-30.152689002922887,-0.6105585623878079,max_drawdown 30.15%,0,"{""daily_loss"": 760, ""gross_leverage"": 30, ""max_drawdown"": 29325, ""max_positions"": 43, ""sized_down"": 55}","{""AUDUSD=X"": -14.115051, ""EURUSD=X"": -1.341158, ""GBPUSD=X"": -4.518184, ""NZDUSD=X"": -10.178296}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,78,4.9447501650891486,56.41025641025641,45.36178766457738,66.85693728703647,-0.30941816225971813,0.29748664518795065,30.435960246982447,100.0,70.1350736948434,-29.864926305156587,-1.8932640933051061,max_drawdown 30.44%,0,"{""gross_leverage"": 36, ""max_drawdown"": 4197, ""max_positions"": 42, ""sized_down"": 67}","{""AUDUSD=X"": -4.811754, ""EURUSD=X"": -4.081559, ""GBPUSD=X"": -9.32374, ""NZDUSD=X"": -11.647874}"
5m,20,range,0.25,45,atr,2.0,1.5,-135.744325896951,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,101,2.045138156507066,46.53465346534654,37.11275816192353,56.210502833711786,-0.3266420981533495,0.39995804520732586,30.853638817584294,100.0,69.1463611824157,-30.853638817584223,-0.6247520199299906,max_drawdown 30.85%,0,"{""daily_loss"": 872, ""gross_leverage"": 47, ""max_drawdown"": 32897, ""max_positions"": 46, ""sized_down"": 107}","{""AUDUSD=X"": -3.074612, ""EURUSD=X"": -4.930997, ""GBPUSD=X"": -8.888892, ""NZDUSD=X"": -13.959138}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,105,6.656394453004623,50.476190476190474,41.06626869610328,59.85249765793781,-0.3133870804161196,0.40603840339835534,30.28622810463761,100.0,70.67761200547578,-29.32238799452426,-1.8588702932914345,max_drawdown 30.29%,0,"{""gross_leverage"": 72, ""max_drawdown"": 6349, ""max_positions"": 72, ""sized_down"": 150}","{""AUDUSD=X"": -8.099084, ""EURUSD=X"": -6.488833, ""GBPUSD=X"": -10.602327, ""NZDUSD=X"": -4.132144}"
5m,20,range,0.25,45,atr,5.0,0.75,-102.52855782188632,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,85,1.721155874288125,74.11764705882354,63.90752485008676,82.24202671134393,-0.06338563270453303,0.4324038378045958,7.088113243580096,100.0,93.08952535458954,-6.910474645410455,-0.13992945917726296,max_positions,0,"{""max_positions"": 48, ""min_units"": 113}","{""AUDUSD=X"": -1.852341, ""NZDUSD=X"": -5.058133}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,19,1.204490424829408,68.42105263157895,46.01001017506463,84.6358289955714,-0.054825699592471765,0.39606151283172897,1.6611112346074768,100.0,98.52298783574787,-1.477012164252129,-0.09363405311569738,max_positions,0,"{""max_positions"": 24, ""min_units"": 2}","{""AUDUSD=X"": 0.272827, ""NZDUSD=X"": -1.749839}"
5m,20,range,0.25,45,atr,5.0,1.0,-114.07960000887583,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,218,4.414258595233074,61.00917431192661,54.39749740108234,67.23956255521081,-0.11357187797998282,0.3229545810105709,30.06873020478559,100.0,69.9312697952144,-30.068730204785606,-0.6088584896982532,max_drawdown 30.07%,0,"{""max_drawdown"": 9053, ""max_positions"": 189, ""min_units"": 196}","{""AUDUSD=X"": -13.756673, ""EURUSD=X"": -3.1408, ""GBPUSD=X"": 0.26233, ""NZDUSD=X"": -13.433587}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,92,5.8322694254897645,58.69565217391305,48.48314859505691,68.21106352160224,-0.11477999825281904,0.2637321939243691,16.728060383463315,100.0,84.13790716000985,-15.862092839990089,-1.005565207553851,max_positions,0,"{""max_positions"": 102, ""min_units"": 28}","{""AUDUSD=X"": -2.075979, ""EURUSD=X"": -0.673076, ""GBPUSD=X"": -1.793602, ""NZDUSD=X"": -11.319436}"
5m,20,range,0.25,45,atr,5.0,1.5,-117.16555917461724,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,185,3.746045138156507,50.27027027027027,43.13343411435916,57.396110223329146,-0.14060553059459155,0.36815258071774887,32.08475721193533,100.0,68.00963986822501,-31.99036013177504,-0.6477693677811441,max_drawdown 32.08%,0,"{""gross_leverage"": 5, ""max_drawdown"": 27081, ""max_positions"": 254, ""min_units"": 69, ""sized_down"": 9}","{""AUDUSD=X"": -7.355255, ""EURUSD=X"": -7.176941, ""GBPUSD=X"": -9.755558, ""NZDUSD=X"": -7.702606}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,196,12.425269645608628,57.14285714285714,50.142885725778385,63.86821106287823,-0.10861679147017296,0.41377419372148866,29.19037720129453,100.0,71.9558204322212,-28.044179567778727,-1.7778392506097895,max_positions,0,"{""gross_leverage"": 9, ""max_positions"": 299, ""min_units"": 46, ""sized_down"": 14}","{""AUDUSD=X"": -9.673472, ""EURUSD=X"": -3.312341, ""GBPUSD=X"": -7.085706, ""NZDUSD=X"": -7.972661}"
5m,20,range,0.25,45,atr,10.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 243}",{},2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,100.0,100.0,0.0,0.0,none,0,"{""min_units"": 37}",{}
5m,20,range,0.25,45,atr,10.0,1.0,-103.99334638894645,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,73,1.478169162623919,61.64383561643836,50.173872543054145,71.94956059732816,-0.050670933262870935,0.3136655722564961,6.84092613220173,100.0,93.36936724373307,-6.630632756266909,-0.13426297080818883,max_positions,0,"{""max_positions"": 8, ""min_units"": 546}","{""AUDUSD=X"": -0.801258, ""NZDUSD=X"": -5.829375}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,46,2.9161347127448822,58.69565217391305,44.33924238701789,71.71160670289898,-0.06769543052271812,0.26598404265731235,5.760239614541696,100.0,94.47651616488221,-5.523483835117809,-0.35015702058417986,max_positions,0,"{""max_positions"": 22, ""min_units"": 109}","{""AUDUSD=X"": -1.432795, ""NZDUSD=X"": -4.090688}"
5m,20,range,0.25,45,atr,10.0,1.5,-111.2471472871662,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,208,4.211769668846236,50.96153846153846,44.212140685767686,57.67606257553699,-0.09112920704560928,0.27571716223951775,26.770619068826875,100.0,73.22938093117313,-26.770619068826978,-0.5420753913957793,max_positions,0,"{""max_positions"": 154, ""min_units"": 966}","{""AUDUSD=X"": -8.599811, ""NZDUSD=X"": -18.170808}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,101,6.402817521461589,57.42574257425742,47.684837141099294,66.62246072539644,-0.06633584230326854,0.38305365864410257,11.01664596144887,100.0,89.40777638060719,-10.59222361939278,-0.6714858909058157,max_positions,0,"{""max_positions"": 90, ""min_units"": 238}","{""AUDUSD=X"": -6.045177, ""NZDUSD=X"": -4.547047}"
5m,20,range,0.75,40,atr,2.0,0.75,-1000000000.0,2026-05-18 23:00:00+00:00,2026-07-07 08:15:00+00:00,49.385416666666664,80,1.619911411094706,62.5,51.5485228513904,72.30598374199522,-0.24950059949703512,0.2504123923640721,27.749934431313715,100.0,72.25006556868628,-27.74993443131369,-0.5619054430301865,max_positions,0,"{""gross_leverage"": 9, ""max_positions"": 26, ""min_units"": 2, ""sized_down"": 19}","{""AUDUSD=X"": -3.179347, ""EURUSD=X"": -4.648045, ""GBPUSD=X"": -5.56182, ""NZDUSD=X"": -14.360723}",2026-07-07 08:15:00+00:00,2026-07-23 02:50:00+00:00,15.774305555555555,9,0.5705480959718248,44.44444444444444,18.8775429471914,73.33526542559703,-0.388800004892398,0.1448024953547005,6.494023254769033,100.0,93.7505465447903,-6.249453455209731,-0.39617930774827265,none,0,"{""gross_leverage"": 2, ""sized_down"": 2}","{""GBPUSD=X"": -2.458497, ""NZDUSD=X"": -3.790956}"
